item_id,item_name,collected_at,chaos_value,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3,pct_change_prev,pct_change_next
3,Chaos Orb,2026-06-27 02:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 03:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 04:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 05:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 06:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 07:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 08:35:43,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 10:28:06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 11:28:06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 12:28:06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 13:28:06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,Chaos Orb,2026-06-27 15:22:14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,Eldritch Chaos Orb,2026-06-27 01:35:43,155.8,159.7,231.4,152.3,181.13333333333333,43.68916723094334,-0.024420788979336083,-0.32284980744544295
4,Eldritch Chaos Orb,2026-06-27 02:35:43,105.5,155.8,159.7,231.4,182.29999999999998,42.56653615224053,-0.3228498074454429,0.0
4,Eldritch Chaos Orb,2026-06-27 03:35:43,105.5,105.5,155.8,159.7,140.33333333333334,30.229510967485623,0.0,-0.19848341232227487
4,Eldritch Chaos Orb,2026-06-27 04:35:43,84.56,105.5,105.5,155.8,122.26666666666665,29.040718540238203,-0.19848341232227484,0.0
4,Eldritch Chaos Orb,2026-06-27 05:35:43,84.56,84.56,105.5,105.5,98.52,12.089714636830875,0.0,-0.02991958372753076
4,Eldritch Chaos Orb,2026-06-27 06:35:43,82.03,84.56,84.56,105.5,91.54,12.089714636830893,-0.029919583727530785,0.011703035474826207
4,Eldritch Chaos Orb,2026-06-27 07:35:43,82.99,82.03,84.56,84.56,83.71666666666667,1.4606961810509744,0.011703035474826207,0.0
4,Eldritch Chaos Orb,2026-06-27 08:35:43,82.99,82.99,82.03,84.56,83.19333333333333,1.2771974527601127,0.0,0.22424388480539825
4,Eldritch Chaos Orb,2026-06-27 10:28:06,101.6,82.99,82.99,82.03,82.67,0.5542562584252848,0.22424388480539825,0.001968503937007902
4,Eldritch Chaos Orb,2026-06-27 11:28:06,101.8,101.6,82.99,82.99,89.19333333333333,10.744488509619087,0.0019685039370078705,0.06090373280943028
4,Eldritch Chaos Orb,2026-06-27 12:28:06,108.0,101.8,101.6,82.99,95.46333333333332,10.802686394288061,0.06090373280943018,0.0
4,Eldritch Chaos Orb,2026-06-27 13:28:06,108.0,108.0,101.8,101.6,103.8,3.638681079732428,0.0,0.024074074074074022
4,Eldritch Chaos Orb,2026-06-27 15:22:14,110.6,108.0,108.0,101.8,105.93333333333334,3.579571668976049,0.024074074074073915,-0.12278481012658227
5,Orb of Unmaking,2026-06-27 01:35:43,0.3333,0.8633,0.8966,0.9008,0.8868999999999999,0.020545802491019977,-0.6139233175026062,-0.9653465346534653
5,Orb of Unmaking,2026-06-27 02:35:43,0.01155,0.3333,0.8633,0.8966,0.6977333333333333,0.3160474067815355,-0.9653465346534653,0.0
5,Orb of Unmaking,2026-06-27 03:35:43,0.01155,0.01155,0.3333,0.8633,0.40271666666666667,0.4300971062833758,0.0,0.20346320346320343
5,Orb of Unmaking,2026-06-27 04:35:43,0.0139,0.01155,0.01155,0.3333,0.1188,0.18576244911176248,0.20346320346320335,0.0
5,Orb of Unmaking,2026-06-27 05:35:43,0.0139,0.0139,0.01155,0.01155,0.012333333333333333,0.0013567731326594862,0.0,0.0
5,Orb of Unmaking,2026-06-27 06:35:43,0.0139,0.0139,0.0139,0.01155,0.013116666666666665,0.0013567731326594226,0.0,0.0
5,Orb of Unmaking,2026-06-27 07:35:43,0.0139,0.0139,0.0139,0.0139,0.0139,0.0,0.0,0.0
5,Orb of Unmaking,2026-06-27 08:35:43,0.0139,0.0139,0.0139,0.0139,0.0139,0.0,0.0,54.63309352517986
5,Orb of Unmaking,2026-06-27 10:28:06,0.7733,0.0139,0.0139,0.0139,0.0139,0.0,54.63309352517986,0.0024570024570024734
5,Orb of Unmaking,2026-06-27 11:28:06,0.7752,0.7733,0.0139,0.0139,0.26703333333333334,0.43843979442260195,0.002457002457002533,-0.4840041279669762
5,Orb of Unmaking,2026-06-27 12:28:06,0.4,0.7752,0.7733,0.0139,0.5208,0.43898930510890594,-0.4840041279669762,0.0
5,Orb of Unmaking,2026-06-27 13:28:06,0.4,0.4,0.7752,0.7733,0.6495000000000001,0.21607542664541954,0.0,-0.06525000000000003
5,Orb of Unmaking,2026-06-27 15:22:14,0.3739,0.4,0.4,0.7752,0.5250666666666667,0.21662182099994787,-0.06525000000000003,0.0
6,Veiled Chaos Orb,2026-06-27 01:35:43,226.4,232.1,241.1,322.9,265.3666666666666,50.02812542293918,-0.024558380008616876,-0.02782685512367496
6,Veiled Chaos Orb,2026-06-27 02:35:43,220.1,226.4,232.1,241.1,233.20000000000002,7.411477585475304,-0.027826855123675,0.0
6,Veiled Chaos Orb,2026-06-27 03:35:43,220.1,220.1,226.4,232.1,226.19999999999996,6.002499479383845,0.0,0.32712403452975936
6,Veiled Chaos Orb,2026-06-27 04:35:43,292.1,220.1,220.1,226.4,222.20000000000002,3.637306695895137,0.32712403452975924,0.0
6,Veiled Chaos Orb,2026-06-27 05:35:43,292.1,292.1,220.1,220.1,244.10000000000002,41.5692193816531,0.0,-0.017117425539198903
6,Veiled Chaos Orb,2026-06-27 06:35:43,287.1,292.1,292.1,220.1,268.1,41.569219381653085,-0.017117425539198927,-0.10066179031696285
6,Veiled Chaos Orb,2026-06-27 07:35:43,258.2,287.1,292.1,292.1,290.43333333333334,2.8867513459482783,-0.10066179031696287,0.0
6,Veiled Chaos Orb,2026-06-27 08:35:43,258.2,258.2,287.1,292.1,279.1333333333334,18.30036429509901,0.0,0.06506584043377231
6,Veiled Chaos Orb,2026-06-27 10:28:06,275.0,258.2,258.2,287.1,267.8333333333333,16.685422779580204,0.06506584043377228,-0.2483636363636364
6,Veiled Chaos Orb,2026-06-27 11:28:06,206.7,275.0,258.2,258.2,263.8,9.699484522385708,-0.24836363636363645,0.23125302370585396
6,Veiled Chaos Orb,2026-06-27 12:28:06,254.5,206.7,275.0,258.2,246.63333333333335,35.588809102487964,0.23125302370585388,0.0
6,Veiled Chaos Orb,2026-06-27 13:28:06,254.5,254.5,206.7,275.0,245.4,35.04753914328361,0.0,-0.018467583497053002
6,Veiled Chaos Orb,2026-06-27 15:22:14,249.8,254.5,254.5,206.7,238.5666666666667,27.597342867264032,-0.01846758349705302,-0.15892714171337075
7,Orb of Conflict,2026-06-27 01:35:43,1365.0,1413.0,1406.0,1409.0,1409.3333333333333,3.511884584284276,-0.03397027600849256,-0.026373626373626374
7,Orb of Conflict,2026-06-27 02:35:43,1329.0,1365.0,1413.0,1406.0,1394.6666666666667,25.929391302792578,-0.02637362637362639,0.0
7,Orb of Conflict,2026-06-27 03:35:43,1329.0,1329.0,1365.0,1413.0,1369.0,42.14261501141099,0.0,0.042136945071482315
7,Orb of Conflict,2026-06-27 04:35:43,1385.0,1329.0,1329.0,1365.0,1341.0,20.784609690826592,0.04213694507148236,0.0
7,Orb of Conflict,2026-06-27 05:35:43,1385.0,1385.0,1329.0,1329.0,1347.6666666666667,32.33161507461905,0.0,-0.036101083032490974
7,Orb of Conflict,2026-06-27 06:35:43,1335.0,1385.0,1385.0,1329.0,1366.3333333333333,32.33161507461905,-0.03610108303249093,0.04044943820224719
7,Orb of Conflict,2026-06-27 07:35:43,1389.0,1335.0,1385.0,1385.0,1368.3333333333333,28.8675134594813,0.04044943820224711,0.0
7,Orb of Conflict,2026-06-27 08:35:43,1389.0,1389.0,1335.0,1385.0,1369.6666666666667,30.088757590391335,0.0,0.028077753779697623
7,Orb of Conflict,2026-06-27 10:28:06,1428.0,1389.0,1389.0,1335.0,1371.0,31.176914536239785,0.02807775377969768,0.04201680672268908
7,Orb of Conflict,2026-06-27 11:28:06,1488.0,1428.0,1389.0,1389.0,1402.0,22.516660498395396,0.04201680672268915,-0.004704301075268817
7,Orb of Conflict,2026-06-27 12:28:06,1481.0,1488.0,1428.0,1389.0,1435.0,49.86983055916673,-0.0047043010752688685,0.0
7,Orb of Conflict,2026-06-27 13:28:06,1481.0,1481.0,1488.0,1428.0,1465.6666666666667,32.8075194632775,0.0,-0.012829169480081027
7,Orb of Conflict,2026-06-27 15:22:14,1462.0,1481.0,1481.0,1488.0,1483.3333333333333,4.041451884326942,-0.01282916948008106,0.027359781121751026
9,Orb of Remembrance,2026-06-27 01:35:43,301.8,309.5,321.4,322.9,317.93333333333334,7.34188894858355,-0.02487883683360259,-0.027833001988071683
9,Orb of Remembrance,2026-06-27 02:35:43,293.4,301.8,309.5,321.4,310.90000000000003,9.874715185766144,-0.027833001988071704,0.0
9,Orb of Remembrance,2026-06-27 03:35:43,293.4,293.4,301.8,309.5,301.56666666666666,8.052535832477606,0.0,0.10395364689843219
9,Orb of Remembrance,2026-06-27 12:28:06,323.9,293.4,293.4,301.8,296.2,4.849742261193207,0.10395364689843212,0.0
9,Orb of Remembrance,2026-06-27 13:28:06,323.9,323.9,293.4,293.4,303.56666666666666,17.60918321028363,0.0,-0.018524235875270148
9,Orb of Remembrance,2026-06-27 15:22:14,317.9,323.9,323.9,293.4,313.7333333333333,17.609183210283557,-0.01852423587527019,0.013840830449827098
10,Vaal Orb,2026-06-27 01:35:43,1.81,1.85,1.93,1.4,1.7266666666666666,0.285715476187996,-0.021621621621621623,-0.1049723756906077
10,Vaal Orb,2026-06-27 02:35:43,1.62,1.81,1.85,1.93,1.8633333333333333,0.06110100926607705,-0.10497237569060769,0.0
10,Vaal Orb,2026-06-27 03:35:43,1.62,1.62,1.81,1.85,1.76,0.12288205727444487,0.0,-0.08641975308641982
10,Vaal Orb,2026-06-27 04:35:43,1.48,1.62,1.62,1.81,1.6833333333333333,0.1096965511460288,-0.0864197530864198,0.0
10,Vaal Orb,2026-06-27 05:35:43,1.48,1.48,1.62,1.62,1.5733333333333335,0.08082903768654787,0.0,-0.24999999999999992
10,Vaal Orb,2026-06-27 06:35:43,1.11,1.48,1.48,1.62,1.5266666666666666,0.08082903768654798,-0.2499999999999999,0.24324324324324303
10,Vaal Orb,2026-06-27 07:35:43,1.38,1.11,1.48,1.48,1.3566666666666667,0.21361959960016177,0.24324324324324298,0.0
10,Vaal Orb,2026-06-27 08:35:43,1.38,1.38,1.11,1.48,1.3233333333333333,0.1913983629327416,0.0,0.3115942028985509
10,Vaal Orb,2026-06-27 10:28:06,1.81,1.38,1.38,1.11,1.29,0.15588457268119943,0.3115942028985508,0.005524861878453044
10,Vaal Orb,2026-06-27 11:28:06,1.82,1.81,1.38,1.38,1.5233333333333334,0.24826061575153954,0.005524861878453136,0.04395604395604387
10,Vaal Orb,2026-06-27 12:28:06,1.9,1.82,1.81,1.38,1.67,0.25119713374160996,0.0439560439560438,0.0
10,Vaal Orb,2026-06-27 13:28:06,1.9,1.9,1.82,1.81,1.8433333333333335,0.0493288286231651,0.0,-0.005263157894736847
10,Vaal Orb,2026-06-27 15:22:14,1.89,1.9,1.9,1.82,1.8733333333333333,0.04618802153517292,-0.0052631578947368585,0.01587301587301589
11,Orb of Alchemy,2026-06-27 01:35:43,0.001143,0.001163,0.00122,0.001905,0.0014293333333333335,0.0004129241253951305,-0.017196904557179704,-0.027996500437445244
11,Orb of Alchemy,2026-06-27 02:35:43,0.001111,0.001143,0.001163,0.00122,0.0011753333333333331,3.995414037785771e-05,-0.027996500437445282,0.0
11,Orb of Alchemy,2026-06-27 03:35:43,0.001111,0.001111,0.001143,0.001163,0.001139,2.622975409721289e-05,0.0,0.0
11,Orb of Alchemy,2026-06-27 04:35:43,0.001111,0.001111,0.001111,0.001143,0.0011216666666666666,1.8475208614075337e-05,0.0,0.0
11,Orb of Alchemy,2026-06-27 05:35:43,0.001111,0.001111,0.001111,0.001111,0.001111,0.0,0.0,0.0
11,Orb of Alchemy,2026-06-27 06:35:43,0.001111,0.001111,0.001111,0.001111,0.001111,0.0,0.0,0.0
11,Orb of Alchemy,2026-06-27 07:35:43,0.001111,0.001111,0.001111,0.001111,0.001111,0.0,0.0,0.0
11,Orb of Alchemy,2026-06-27 08:35:43,0.001111,0.001111,0.001111,0.001111,0.001111,0.0,0.0,0.08010801080108
11,Orb of Alchemy,2026-06-27 10:28:06,0.0012,0.001111,0.001111,0.001111,0.001111,0.0,0.0801080108010801,0.0
11,Orb of Alchemy,2026-06-27 11:28:06,0.0012,0.0012,0.001111,0.001111,0.0011406666666666668,5.1384173957879075e-05,0.0,0.20083333333333345
11,Orb of Alchemy,2026-06-27 12:28:06,0.001441,0.0012,0.0012,0.001111,0.0011703333333333331,5.138417395787878e-05,0.20083333333333342,0.0
11,Orb of Alchemy,2026-06-27 13:28:06,0.001441,0.001441,0.0012,0.0012,0.0012803333333333332,0.00013914141487470028,0.0,0.020818875780707895
11,Orb of Alchemy,2026-06-27 15:22:14,0.001471,0.001441,0.001441,0.0012,0.0013606666666666665,0.00013914141487469998,0.020818875780707957,-0.01563562202583278
12,Orb of Alteration,2026-06-27 01:35:43,0.03888,0.05516,0.04183,0.04101,0.046000000000000006,0.007943380892290134,-0.2951414068165338,4.439814814814815
12,Orb of Alteration,2026-06-27 02:35:43,0.2115,0.03888,0.05516,0.04183,0.04529,0.008674001383444667,4.439814814814815,0.0
12,Orb of Alteration,2026-06-27 03:35:43,0.2115,0.2115,0.03888,0.05516,0.10184666666666668,0.0953108059630876,0.0,-0.001418439716312032
12,Orb of Alteration,2026-06-27 04:35:43,0.2112,0.2115,0.2115,0.03888,0.15396,0.0996622034675132,-0.0014184397163120588,0.0
12,Orb of Alteration,2026-06-27 05:35:43,0.2112,0.2112,0.2115,0.2115,0.2114,0.0001732050807668841,0.0,0.02604166666666669
12,Orb of Alteration,2026-06-27 06:35:43,0.2167,0.2112,0.2112,0.2115,0.21130000000000002,0.00017320508076687407,0.02604166666666674,0.04107060452238113
12,Orb of Alteration,2026-06-27 07:35:43,0.2256,0.2167,0.2112,0.2112,0.21303333333333332,0.0031754264805434933,0.041070604522381204,0.0
12,Orb of Alteration,2026-06-27 08:35:43,0.2256,0.2256,0.2167,0.2112,0.21783333333333335,0.0072665902136653466,0.0,-0.8034131205673759
12,Orb of Alteration,2026-06-27 10:28:06,0.04435,0.2256,0.2256,0.2167,0.22263333333333332,0.005138417395788036,-0.8034131205673759,4.519729425028185
12,Orb of Alteration,2026-06-27 11:28:06,0.2448,0.04435,0.2256,0.2256,0.16518333333333332,0.10464473629061967,4.519729425028185,-0.7546977124183006
12,Orb of Alteration,2026-06-27 12:28:06,0.06005,0.2448,0.04435,0.2256,0.17158333333333334,0.11060470529472664,-0.7546977124183006,0.0
12,Orb of Alteration,2026-06-27 13:28:06,0.06005,0.06005,0.2448,0.04435,0.1164,0.11147440289142613,0.0,0.24929225645295594
12,Orb of Alteration,2026-06-27 15:22:14,0.07502,0.06005,0.06005,0.2448,0.12163333333333336,0.10666546223278334,0.24929225645295605,-0.28005865102639294
13,Maven's Chisel of Avarice,2026-06-27 01:35:43,413.0,423.5,444.2,566.4,478.0333333333333,77.22449956673937,-0.024793388429752095,-0.011380145278450335
13,Maven's Chisel of Avarice,2026-06-27 02:35:43,408.3,413.0,423.5,444.2,426.90000000000003,15.875452749449181,-0.011380145278450327,0.0
13,Maven's Chisel of Avarice,2026-06-27 03:35:43,408.3,408.3,413.0,423.5,414.93333333333334,7.782244748999272,0.0,0.018613764388929626
13,Maven's Chisel of Avarice,2026-06-27 04:35:43,415.9,408.3,408.3,413.0,409.8666666666666,2.7135462651900073,0.0186137643889297,0.0
13,Maven's Chisel of Avarice,2026-06-27 05:35:43,415.9,415.9,408.3,408.3,410.8333333333333,4.387862045840386,0.0,0.035585477278191904
13,Maven's Chisel of Avarice,2026-06-27 06:35:43,430.7,415.9,415.9,408.3,413.3666666666666,4.387862045840405,0.035585477278191835,-0.014395170652426256
13,Maven's Chisel of Avarice,2026-06-27 07:35:43,424.5,430.7,415.9,415.9,420.8333333333333,8.54478398400615,-0.014395170652426237,0.0
13,Maven's Chisel of Avarice,2026-06-27 08:35:43,424.5,424.5,430.7,415.9,423.7,7.432361670424493,0.0,0.0664310954063604
13,Maven's Chisel of Avarice,2026-06-27 10:28:06,452.7,424.5,424.5,430.7,426.56666666666666,3.579571668975052,0.0664310954063605,0.0004417936823503173
13,Maven's Chisel of Avarice,2026-06-27 11:28:06,452.9,452.7,424.5,424.5,433.90000000000003,16.281277591147358,0.00044179368235042205,0.03599028483108857
13,Maven's Chisel of Avarice,2026-06-27 12:28:06,469.2,452.9,452.7,424.5,443.3666666666666,16.33931863124445,0.03599028483108846,0.0
13,Maven's Chisel of Avarice,2026-06-27 13:28:06,469.2,469.2,452.9,452.7,458.26666666666665,9.469072464256108,0.0,-0.011935208866155086
13,Maven's Chisel of Avarice,2026-06-27 15:22:14,463.6,469.2,469.2,452.9,463.76666666666665,9.410809387790907,-0.011935208866155067,-0.01639344262295087
14,Tainted Orb of Fusing,2026-06-27 01:35:43,47.04,48.23,50.09,49.68,49.333333333333336,0.9772580689527932,-0.02467343976777936,0.039753401360544165
14,Tainted Orb of Fusing,2026-06-27 02:35:43,48.91,47.04,48.23,50.09,48.453333333333326,1.5372160984498398,0.03975340136054406,0.0
14,Tainted Orb of Fusing,2026-06-27 03:35:43,48.91,48.91,47.04,48.23,48.059999999999995,0.9465199416811068,0.0,-0.0044980576569208525
14,Tainted Orb of Fusing,2026-06-27 04:35:43,48.69,48.91,48.91,47.04,48.28666666666666,1.0796450033846032,-0.004498057656920906,0.0
14,Tainted Orb of Fusing,2026-06-27 05:35:43,48.69,48.69,48.91,48.91,48.836666666666666,0.12701705922176523,0.0,-0.017252002464571706
14,Tainted Orb of Fusing,2026-06-27 06:35:43,47.85,48.69,48.69,48.91,48.76333333333333,0.12701705922176523,-0.017252002464571703,0.011703239289446084
14,Tainted Orb of Fusing,2026-06-27 07:35:43,48.41,47.85,48.69,48.69,48.410000000000004,0.48497422611929486,0.011703239289446055,0.0
14,Tainted Orb of Fusing,2026-06-27 08:35:43,48.41,48.41,47.85,48.69,48.31666666666666,0.427707064862555,0.0,0.3381532741169181
14,Tainted Orb of Fusing,2026-06-27 12:28:06,64.78,48.41,48.41,47.85,48.223333333333336,0.32331615074620257,0.3381532741169182,0.0
14,Tainted Orb of Fusing,2026-06-27 13:28:06,64.78,64.78,48.41,48.41,53.86666666666667,9.451223906634176,0.0,-0.01852423587527019
14,Tainted Orb of Fusing,2026-06-27 15:22:14,63.58,64.78,64.78,48.41,59.32333333333333,9.451223906634176,-0.01852423587527019,0.013683548285624483
15,Gemcutter's Prism,2026-06-27 01:35:43,3.02,3.26,3.51,4.74,3.8366666666666664,0.7922331306713534,-0.0736196319018404,-0.029801324503311213
15,Gemcutter's Prism,2026-06-27 02:35:43,2.93,3.02,3.26,3.51,3.263333333333333,0.24501700621249367,-0.02980132450331119,0.0
15,Gemcutter's Prism,2026-06-27 03:35:43,2.93,2.93,3.02,3.26,3.0700000000000003,0.17058722109231914,0.0,0.3310580204778156
15,Gemcutter's Prism,2026-06-27 04:35:43,3.9,2.93,2.93,3.02,2.9600000000000004,0.05196152422706396,0.3310580204778155,0.0
15,Gemcutter's Prism,2026-06-27 05:35:43,3.9,3.9,2.93,2.93,3.253333333333334,0.5600297611139369,0.0,-0.01794871794871791
15,Gemcutter's Prism,2026-06-27 06:35:43,3.83,3.9,3.9,2.93,3.5766666666666667,0.5600297611139374,-0.017948717948717885,-0.05221932114882511
15,Gemcutter's Prism,2026-06-27 07:35:43,3.63,3.83,3.9,3.9,3.876666666666667,0.040414518843285195,-0.052219321148825104,0.0
15,Gemcutter's Prism,2026-06-27 08:35:43,3.63,3.63,3.83,3.9,3.7866666666666666,0.14011899704656128,0.0,0.1129476584022039
15,Gemcutter's Prism,2026-06-27 10:28:06,4.04,3.63,3.63,3.83,3.6966666666666668,0.1154700538379292,0.112947658402204,0.1633663366336634
15,Gemcutter's Prism,2026-06-27 11:28:06,4.7,4.04,3.63,3.63,3.766666666666666,0.2367136103677486,0.1633663366336633,0.048936170212765855
15,Gemcutter's Prism,2026-06-27 12:28:06,4.93,4.7,4.04,3.63,4.123333333333334,0.5398456569551473,0.04893617021276575,0.0
15,Gemcutter's Prism,2026-06-27 13:28:06,4.93,4.93,4.7,4.04,4.556666666666666,0.4619884558442289,0.0,0.01014198782961475
15,Gemcutter's Prism,2026-06-27 15:22:14,4.98,4.93,4.93,4.7,4.853333333333333,0.13279056191362332,0.01014198782961473,-0.004016064257028205
16,Tainted Chromatic Orb,2026-06-27 01:35:43,24.15,24.76,25.72,30.76,27.080000000000002,3.2229179325573916,-0.02463651050080784,-0.027743271221532015
16,Tainted Chromatic Orb,2026-06-27 02:35:43,23.48,24.15,24.76,25.72,24.876666666666665,0.791475415495232,-0.027743271221531973,0.0
16,Tainted Chromatic Orb,2026-06-27 03:35:43,23.48,23.48,24.15,24.76,24.13,0.6402343321003836,0.0,-0.004684838160136262
16,Tainted Chromatic Orb,2026-06-27 04:35:43,23.37,23.48,23.48,24.15,23.703333333333333,0.3868246803570838,-0.004684838160136207,0.0
16,Tainted Chromatic Orb,2026-06-27 05:35:43,23.37,23.37,23.48,23.48,23.44333333333333,0.06350852961109232,0.0,-0.017115960633290635
16,Tainted Chromatic Orb,2026-06-27 06:35:43,22.97,23.37,23.37,23.48,23.406666666666666,0.06350852961109413,-0.017115960633290683,0.011754462342185442
16,Tainted Chromatic Orb,2026-06-27 07:35:43,23.24,22.97,23.37,23.37,23.236666666666668,0.23094010767591844,0.011754462342185468,0.0
16,Tainted Chromatic Orb,2026-06-27 08:35:43,23.24,23.24,22.97,23.37,23.19333333333333,0.20404247923744875,0.0,0.06497418244406203
16,Tainted Chromatic Orb,2026-06-27 10:28:06,24.75,23.24,23.24,22.97,23.149999999999995,0.15588457268129918,0.06497418244406195,0.0024242424242423726
16,Tainted Chromatic Orb,2026-06-27 11:28:06,24.81,24.75,23.24,23.24,23.74333333333333,0.8717989064763507,0.00242424242424244,0.04433696090286181
16,Tainted Chromatic Orb,2026-06-27 12:28:06,25.91,24.81,24.75,23.24,24.266666666666666,0.8896253893259537,0.04433696090286188,0.0
16,Tainted Chromatic Orb,2026-06-27 13:28:06,25.91,25.91,24.81,24.75,25.156666666666666,0.6530951946947282,0.0,-0.018525665766113485
16,Tainted Chromatic Orb,2026-06-27 15:22:14,25.43,25.91,25.91,24.81,25.543333333333333,0.6350852961085941,-0.018525665766113475,0.0562327959103421
17,Vivid Crystallised Lifeforce,2026-06-27 01:35:43,0.4073,0.4175,0.4366,0.4681,0.44073333333333337,0.025551973178863027,-0.024431137724550855,-0.027252639332187575
17,Vivid Crystallised Lifeforce,2026-06-27 02:35:43,0.3962,0.4073,0.4175,0.4366,0.4204666666666667,0.014873578363438203,-0.027252639332187578,0.0
17,Vivid Crystallised Lifeforce,2026-06-27 03:35:43,0.3962,0.3962,0.4073,0.4175,0.407,0.01065316854273913,0.0,0.02044422009086319
17,Vivid Crystallised Lifeforce,2026-06-27 04:35:43,0.4043,0.3962,0.3962,0.4073,0.3999,0.0064085879880055405,0.02044422009086322,0.0
